height,weight,label
166,50,저체중
166,54,정상체중
166,66,정상체중
144,54,비만
172,37,저체중
142,35,저체중
152,39,저체중
184,54,저체중
200,43,저체중
166,71,비만
190,42,저체중
120,56,비만
157,56,정상체중
156,43,저체중
138,64,비만
177,45,저체중
161,69,비만
141,39,정상체중
198,60,저체중
128,35,정상체중
179,66,정상체중
164,41,저체중
189,51,저체중
194,67,저체중
187,74,정상체중
166,59,정상체중
135,38,정상체중
150,45,정상체중
147,54,정상체중
151,46,정상체중
177,53,저체중
150,57,비만
153,50,정상체중
180,67,정상체중
176,59,정상체중
183,37,저체중
194,57,저체중
197,42,저체중
120,53,비만
171,45,저체중
157,65,비만
143,53,비만
169,70,정상체중
182,48,저체중
183,77,정상체중
184,62,저체중
146,40,정상체중
182,57,저체중
138,54,비만
136,70,비만
159,79,비만
129,57,비만
133,47,비만
124,42,비만
182,40,저체중
181,39,저체중
192,38,저체중
125,44,비만
197,72,정상체중
162,42,저체중
164,44,저체중
148,64,비만
133,63,비만
176,44,저체중
144,64,비만
129,64,비만
150,49,정상체중
196,37,저체중
150,52,정상체중
121,42,비만
149,54,정상체중
189,44,저체중
147,64,비만
155,72,비만
154,77,비만
141,48,정상체중
131,64,비만
192,72,정상체중
147,77,비만
138,59,비만
150,67,비만
120,80,비만
157,51,정상체중
197,76,정상체중
153,52,정상체중
152,42,저체중
154,57,정상체중
174,46,저체중
186,76,정상체중
140,45,정상체중
124,58,비만
198,42,저체중
157,68,비만
200,46,저체중
192,70,정상체중
129,48,비만
133,74,비만
146,40,정상체중
136,38,정상체중
199,80,정상체중
125,71,비만
140,55,비만
195,61,저체중
136,48,비만
150,48,정상체중
170,44,저체중
172,36,저체중
192,52,저체중
187,52,저체중
149,45,정상체중
193,38,저체중
122,50,비만
146,79,비만
186,47,저체중
145,49,정상체중
171,79,비만
142,79,비만
165,45,저체중
139,53,비만
191,48,저체중
156,53,정상체중
125,69,비만
126,69,비만
161,60,정상체중
132,51,비만
195,38,저체중
185,77,정상체중
175,56,저체중
135,37,정상체중
179,38,저체중
196,49,저체중
134,52,비만
184,79,정상체중
163,68,비만
156,65,비만
158,51,정상체중
166,63,정상체중
158,46,저체중
172,51,저체중
189,42,저체중
173,71,정상체중
188,71,정상체중
127,62,비만
179,64,정상체중
178,75,정상체중
161,48,정상체중
182,39,저체중
155,68,비만
144,42,정상체중
153,61,비만
162,35,저체중
156,54,정상체중
150,53,정상체중
178,63,정상체중
184,53,저체중
173,36,저체중
162,41,저체중
128,43,비만
162,36,저체중
167,62,정상체중
122,77,비만
137,78,비만
159,74,비만
185,44,저체중
174,50,저체중
158,70,비만
152,76,비만
182,51,저체중
163,71,비만
197,74,정상체중
154,71,비만
185,79,정상체중
148,59,비만
167,58,정상체중
144,49,정상체중
177,48,저체중
149,67,비만
171,57,정상체중
130,49,비만
151,78,비만
195,45,저체중
166,45,저체중
147,77,비만
186,67,정상체중
124,43,비만
122,61,비만
123,80,비만
191,55,저체중
158,71,비만
155,78,비만
174,36,저체중
130,52,비만
123,53,비만
136,67,비만
196,51,저체중
177,52,저체중
171,57,정상체중
161,47,저체중
153,64,비만
138,73,비만
175,35,저체중
123,44,비만
169,63,정상체중
188,50,저체중
200,76,정상체중
175,80,비만
122,35,정상체중
121,78,비만
129,58,비만
144,80,비만
179,41,저체중
186,48,저체중
150,61,비만
156,52,정상체중
155,60,정상체중
145,47,정상체중
168,53,정상체중
148,52,정상체중
150,50,정상체중
159,47,정상체중
157,52,정상체중
157,35,저체중
156,72,비만
167,41,저체중
198,51,저체중
144,69,비만
185,75,정상체중
188,56,저체중
123,78,비만
130,39,정상체중
174,36,저체중
186,37,저체중
136,71,비만
158,75,비만
134,74,비만
182,75,정상체중
192,78,정상체중
168,73,비만
131,62,비만
135,40,정상체중
138,43,정상체중
159,44,저체중
193,56,저체중
133,50,비만
199,41,저체중
168,36,저체중
154,44,정상체중
120,75,비만
183,37,저체중
165,40,저체중
135,76,비만
198,52,저체중
173,47,저체중
149,61,비만
164,54,정상체중
176,77,정상체중
160,53,정상체중
125,72,비만
176,53,저체중
178,71,정상체중
135,39,정상체중
145,65,비만
152,45,정상체중
126,45,비만
144,62,비만
146,74,비만
120,47,비만
166,39,저체중
131,61,비만
161,78,비만
168,72,비만
137,76,비만
160,79,비만
170,76,비만
199,49,저체중
154,51,정상체중
162,66,비만
141,59,비만
158,51,정상체중
149,65,비만
138,63,비만
169,77,비만
159,63,정상체중
156,37,저체중
185,51,저체중
133,74,비만
200,62,저체중
194,70,정상체중
126,50,비만
125,54,비만
139,65,비만
150,57,비만
158,67,비만
173,45,저체중
126,53,비만
165,42,저체중
131,47,비만
169,72,비만
141,38,정상체중
153,45,정상체중
198,50,저체중
122,75,비만
169,56,정상체중
179,46,저체중
123,46,비만
171,52,저체중
175,61,정상체중
125,54,비만
199,71,저체중
139,44,정상체중
145,74,비만
181,78,정상체중
127,72,비만
186,64,저체중
150,42,정상체중
126,47,비만
176,77,정상체중
177,51,저체중
168,51,저체중
167,68,정상체중
178,44,저체중
149,79,비만
124,71,비만
174,49,저체중
176,51,저체중
156,57,정상체중
151,49,정상체중
131,47,비만
139,44,정상체중
171,57,정상체중
156,59,정상체중
152,46,정상체중
146,77,비만
177,36,저체중
200,50,저체중
128,75,비만
154,36,저체중
188,48,저체중
183,75,정상체중
170,57,정상체중
179,50,저체중
136,67,비만
192,46,저체중
171,65,정상체중
170,36,저체중
179,41,저체중
152,47,정상체중
180,80,정상체중
131,43,비만
169,61,정상체중
186,58,저체중
173,75,비만
188,75,정상체중
185,78,정상체중
197,45,저체중
139,35,저체중
137,59,비만
144,43,정상체중
161,43,저체중
168,49,저체중
130,43,비만
192,76,정상체중
163,60,정상체중
133,63,비만
142,77,비만
185,57,저체중
193,50,저체중
172,68,정상체중
149,65,비만
170,37,저체중
163,72,비만
152,72,비만
151,37,저체중
144,38,저체중
188,78,정상체중
152,66,비만
178,59,정상체중
192,45,저체중
124,46,비만
187,61,저체중
185,77,정상체중
126,39,정상체중
139,42,정상체중
173,43,저체중
151,63,비만
168,74,비만
175,49,저체중
162,59,정상체중
131,70,비만
139,75,비만
159,38,저체중
200,56,저체중
196,36,저체중
158,45,저체중
134,49,비만
120,37,비만
185,74,정상체중
148,79,비만
200,55,저체중
195,71,정상체중
143,73,비만
196,36,저체중
160,49,정상체중
183,72,정상체중
169,76,비만
156,55,정상체중
139,71,비만
144,65,비만
184,70,정상체중
147,49,정상체중
159,48,정상체중
122,73,비만
156,78,비만
168,75,비만
198,58,저체중
137,50,비만
128,40,정상체중
155,53,정상체중
156,44,저체중
147,37,저체중
144,46,정상체중
138,63,비만
161,62,정상체중
174,48,저체중
188,55,저체중
167,47,저체중
172,38,저체중
193,52,저체중
171,63,정상체중
178,63,정상체중
192,57,저체중
170,62,정상체중
161,62,정상체중
125,43,비만
190,49,저체중
150,43,정상체중
134,72,비만
142,36,저체중
184,75,정상체중
121,43,비만
122,60,비만
126,43,비만
161,74,비만
189,76,정상체중
175,51,저체중
153,66,비만
184,45,저체중
190,68,정상체중
200,73,저체중
122,60,비만
188,55,저체중
147,61,비만
194,39,저체중
129,40,정상체중
183,45,저체중
168,50,저체중
196,49,저체중
131,59,비만
147,35,저체중
127,79,비만
178,67,정상체중
126,62,비만
191,75,정상체중
178,49,저체중
189,59,저체중
151,36,저체중
178,79,정상체중
136,37,정상체중
196,75,정상체중
146,36,저체중
176,64,정상체중
148,50,정상체중
186,37,저체중
149,61,비만
180,55,저체중
200,56,저체중
187,51,저체중
198,66,저체중
166,46,저체중
155,72,비만
172,47,저체중
188,63,저체중
136,39,정상체중
145,59,비만
184,62,저체중
144,51,정상체중
144,74,비만
158,47,정상체중
155,79,비만
190,70,정상체중
154,69,비만
124,43,비만
150,37,저체중
143,37,저체중
178,58,저체중
137,79,비만
154,69,비만
147,37,저체중
138,40,정상체중
120,55,비만
126,65,비만
167,37,저체중
125,61,비만
163,49,저체중
167,80,비만
154,52,정상체중
120,70,비만
180,51,저체중
145,71,비만
171,41,저체중
159,55,정상체중
154,42,저체중
121,72,비만
194,56,저체중
194,51,저체중
199,40,저체중
173,39,저체중
121,55,비만
166,67,정상체중
139,44,정상체중
127,43,비만
134,37,정상체중
133,60,비만
190,68,정상체중
125,47,비만
132,55,비만
126,52,비만
168,72,비만
147,52,정상체중
148,48,정상체중
175,74,정상체중
125,51,비만
125,58,비만
165,61,정상체중
169,42,저체중
190,40,저체중
159,79,비만
169,65,정상체중
170,40,저체중
141,51,비만
138,67,비만
196,40,저체중
165,66,정상체중
158,59,정상체중
149,39,저체중
187,66,정상체중
195,67,저체중
192,56,저체중
187,72,정상체중
123,44,비만
124,45,비만
149,58,비만
184,57,저체중
179,57,저체중
184,40,저체중
187,39,저체중
125,69,비만
160,40,저체중
144,42,정상체중
155,64,비만
163,43,저체중
174,55,저체중
126,68,비만
180,35,저체중
131,74,비만
126,76,비만
187,53,저체중
142,54,비만
179,39,저체중
160,51,정상체중
123,42,비만
158,66,비만
178,66,정상체중
177,70,정상체중
124,44,비만
172,72,정상체중
150,55,정상체중
170,40,저체중
134,53,비만
187,41,저체중
143,37,저체중
129,78,비만
140,63,비만
184,51,저체중
132,63,비만
170,44,저체중
129,42,비만
187,45,저체중
137,37,정상체중
169,62,정상체중
158,50,정상체중
138,45,정상체중
146,74,비만
165,65,정상체중
190,46,저체중
172,36,저체중
188,66,정상체중
159,62,정상체중
187,73,정상체중
170,37,저체중
168,40,저체중
198,58,저체중
131,66,비만
137,77,비만
195,40,저체중
129,53,비만
166,52,정상체중
136,61,비만
164,45,저체중
193,71,정상체중
178,65,정상체중
121,70,비만
187,67,정상체중
198,52,저체중
145,36,저체중
155,42,저체중
157,76,비만
200,73,저체중
159,36,저체중
197,39,저체중
192,66,저체중
182,58,저체중
199,78,정상체중
128,78,비만
176,65,정상체중
181,60,저체중
173,57,정상체중
139,51,비만
156,51,정상체중
188,70,정상체중
143,51,정상체중
173,69,정상체중
178,46,저체중
139,67,비만
177,46,저체중
148,36,저체중
158,65,비만
189,53,저체중
160,63,정상체중
143,62,비만
197,48,저체중
178,38,저체중
130,73,비만
140,69,비만
151,68,비만
155,72,비만
151,77,비만
161,57,정상체중
155,69,비만
154,62,비만
187,65,정상체중
146,62,비만
123,40,비만
174,71,정상체중
171,49,저체중
155,61,비만
135,53,비만
155,52,정상체중
133,51,비만
164,41,저체중
191,35,저체중
160,65,비만
165,72,비만
173,41,저체중
145,77,비만
178,54,저체중
145,47,정상체중
196,41,저체중
191,45,저체중
131,38,정상체중
152,75,비만
140,80,비만
182,79,정상체중
122,41,비만
198,40,저체중
166,71,비만
184,60,저체중
187,63,저체중
165,57,정상체중
133,44,정상체중
184,60,저체중
135,47,비만
152,71,비만
137,58,비만
138,59,비만
130,40,정상체중
183,64,정상체중
124,57,비만
147,78,비만
170,61,정상체중
169,67,정상체중
175,35,저체중
133,76,비만
136,41,정상체중
176,48,저체중
134,48,비만
122,77,비만
125,60,비만
174,58,정상체중
145,50,정상체중
166,58,정상체중
137,36,정상체중
140,45,정상체중
128,68,비만
158,41,저체중
154,42,저체중
127,37,정상체중
127,69,비만
198,40,저체중
180,36,저체중
168,38,저체중
197,43,저체중
167,37,저체중
158,59,정상체중
143,57,비만
176,42,저체중
161,77,비만
155,80,비만
142,79,비만
155,62,비만
157,56,정상체중
183,55,저체중
191,60,저체중
165,42,저체중
122,44,비만
194,64,저체중
183,54,저체중
173,57,정상체중
136,65,비만
167,42,저체중
140,43,정상체중
155,75,비만
153,60,비만
200,46,저체중
159,74,비만
126,73,비만
134,40,정상체중
171,62,정상체중
135,35,정상체중
133,59,비만
170,35,저체중
168,60,정상체중
187,77,정상체중
168,38,저체중
147,63,비만
126,70,비만
165,77,비만
171,80,비만
161,55,정상체중
189,80,정상체중
174,40,저체중
135,63,비만
130,39,정상체중
147,51,정상체중
196,57,저체중
139,59,비만
165,74,비만
154,58,정상체중
200,50,저체중
179,62,정상체중
158,72,비만
175,49,저체중
185,35,저체중
121,43,비만
162,77,비만
181,39,저체중
141,53,비만
173,51,저체중
175,37,저체중
171,74,비만
120,69,비만
155,52,정상체중
122,68,비만
132,79,비만
137,64,비만
183,38,저체중
120,47,비만
193,56,저체중
162,58,정상체중
182,68,정상체중
151,51,정상체중
193,65,저체중
198,45,저체중
126,70,비만
191,57,저체중
131,67,비만
186,48,저체중
132,53,비만
195,73,정상체중
134,66,비만
175,50,저체중
150,52,정상체중
167,73,비만
143,65,비만
172,49,저체중
156,55,정상체중
127,56,비만
141,42,정상체중
151,50,정상체중
139,46,정상체중
198,62,저체중
176,80,비만
133,45,비만
138,58,비만
127,60,비만
140,50,비만
173,57,정상체중
178,68,정상체중
187,59,저체중
144,68,비만
151,58,비만
161,52,정상체중
157,56,정상체중
193,70,정상체중
141,70,비만
128,52,비만
189,74,정상체중
179,39,저체중
176,66,정상체중
161,69,비만
170,56,정상체중
172,50,저체중
154,74,비만
162,75,비만
156,52,정상체중
132,69,비만
123,40,비만
164,47,저체중
151,41,저체중
167,80,비만
137,58,비만
193,49,저체중
139,49,비만
180,36,저체중
130,54,비만
180,50,저체중
170,43,저체중
176,64,정상체중
137,43,정상체중
128,75,비만
190,38,저체중
189,59,저체중
176,55,저체중
182,80,정상체중
142,64,비만
196,50,저체중
175,61,정상체중
163,78,비만
148,79,비만
136,73,비만
194,38,저체중
170,60,정상체중
175,67,정상체중
174,75,정상체중
196,74,정상체중
180,56,저체중
123,47,비만
140,37,정상체중
176,51,저체중
122,67,비만
197,77,정상체중
125,76,비만
128,36,정상체중
199,65,저체중
174,36,저체중
159,35,저체중
131,44,비만
165,36,저체중
174,51,저체중
155,72,비만
168,72,비만
178,72,정상체중
149,69,비만
159,39,저체중
177,58,정상체중
184,65,정상체중
180,64,정상체중
123,43,비만
190,78,정상체중
139,53,비만
142,46,정상체중
187,73,정상체중
183,77,정상체중
162,61,정상체중
121,40,비만
152,37,저체중
178,35,저체중
126,64,비만
154,75,비만
155,56,정상체중
146,51,정상체중
175,58,정상체중
159,42,저체중
194,40,저체중
180,36,저체중
173,63,정상체중
148,60,비만
136,44,정상체중
167,60,정상체중
164,72,비만
185,78,정상체중
143,48,정상체중
139,46,정상체중
134,68,비만
153,75,비만
186,35,저체중
137,44,정상체중
198,55,저체중
152,57,정상체중
167,45,저체중
156,46,정상체중
130,79,비만
156,37,저체중
153,69,비만
177,44,저체중
160,53,정상체중
137,36,정상체중
131,52,비만
177,80,비만
133,78,비만
188,75,정상체중
155,55,정상체중
195,42,저체중
174,58,정상체중
191,59,저체중
199,37,저체중
160,60,정상체중
160,55,정상체중
157,55,정상체중
132,38,정상체중
138,58,비만
156,80,비만
185,52,저체중
171,58,정상체중
172,78,비만
149,58,비만
194,37,저체중
191,67,저체중
163,46,저체중
160,58,정상체중
141,58,비만
124,49,비만
168,70,정상체중
160,73,비만
123,42,비만
197,57,저체중
155,54,정상체중
146,77,비만
142,52,비만
128,75,비만
121,79,비만
123,49,비만
152,75,비만
155,70,비만
160,62,정상체중
125,53,비만
127,54,비만
181,50,저체중
185,35,저체중
185,56,저체중
197,61,저체중
126,71,비만
176,73,정상체중
197,77,정상체중
160,61,정상체중
173,53,저체중
178,52,저체중
145,67,비만
157,44,저체중
180,58,저체중
158,38,저체중
151,73,비만
190,50,저체중
162,51,정상체중
150,59,비만
181,64,정상체중
176,54,저체중
170,44,저체중
160,59,정상체중
157,76,비만
155,80,비만
183,72,정상체중
179,72,정상체중
147,77,비만
189,67,정상체중
163,57,정상체중
156,56,정상체중
184,67,정상체중
124,68,비만
151,66,비만
182,43,저체중
159,57,정상체중
179,41,저체중
185,62,저체중
151,41,저체중
181,55,저체중
133,49,비만
157,41,저체중
185,74,정상체중
182,74,정상체중
179,35,저체중
195,52,저체중
168,39,저체중
173,79,비만
131,61,비만
170,69,정상체중
167,55,정상체중
166,65,정상체중
194,67,저체중
155,39,저체중
130,62,비만
124,68,비만
156,72,비만
197,46,저체중
192,70,정상체중
136,36,정상체중
139,63,비만
133,39,정상체중
132,75,비만
144,67,비만
145,58,비만
146,67,비만
193,80,정상체중
136,77,비만
164,76,비만
175,55,저체중
138,52,비만
194,37,저체중
191,69,정상체중
146,46,정상체중
189,47,저체중
126,79,비만
121,39,비만
193,78,정상체중
176,49,저체중
191,58,저체중
187,58,저체중
190,51,저체중
199,68,저체중
158,36,저체중
125,49,비만
170,76,비만
174,35,저체중
195,58,저체중
176,72,정상체중
166,79,비만
131,60,비만
127,75,비만
159,43,저체중
164,72,비만
178,44,저체중
143,79,비만
158,67,비만
124,80,비만
143,56,비만
140,69,비만
158,56,정상체중
166,71,비만
199,55,저체중
147,54,정상체중
180,49,저체중
121,59,비만
158,57,정상체중
139,76,비만
158,55,정상체중
176,75,정상체중
133,73,비만
134,65,비만
168,39,저체중
189,70,정상체중
144,51,정상체중
160,37,저체중
172,49,저체중
196,53,저체중
147,47,정상체중
187,78,정상체중
130,80,비만
140,58,비만
176,44,저체중
126,74,비만
168,63,정상체중
146,64,비만
178,74,정상체중
152,60,비만
183,51,저체중
165,40,저체중
178,75,정상체중
183,51,저체중
164,48,저체중
181,65,정상체중
127,55,비만
173,49,저체중
150,51,정상체중
144,65,비만
137,37,정상체중
183,35,저체중
182,37,저체중
169,42,저체중
174,68,정상체중
157,39,저체중
151,59,비만
125,37,정상체중
145,42,정상체중
144,69,비만
167,79,비만
146,35,저체중
199,74,정상체중
162,75,비만
148,59,비만
138,42,정상체중
144,55,비만
183,51,저체중
186,67,정상체중
199,39,저체중
146,80,비만
156,54,정상체중
190,51,저체중
167,48,저체중
153,70,비만
141,63,비만
197,48,저체중
173,62,정상체중
120,77,비만
195,78,정상체중
138,74,비만
130,37,정상체중
187,62,저체중
160,39,저체중
120,77,비만
181,57,저체중
172,43,저체중
185,52,저체중
191,80,정상체중
133,60,비만
198,54,저체중
184,70,정상체중
142,56,비만
171,69,정상체중
184,72,정상체중
139,76,비만
181,71,정상체중
124,49,비만
167,53,정상체중
172,74,비만
164,77,비만
160,59,정상체중
180,57,저체중
148,53,정상체중
162,72,비만
130,56,비만
145,63,비만
186,49,저체중
141,75,비만
164,58,정상체중
134,71,비만
136,72,비만
162,68,비만
158,71,비만
193,61,저체중
163,65,정상체중
182,73,정상체중
186,45,저체중
186,56,저체중
124,61,비만
144,55,비만
149,41,저체중
124,45,비만
197,62,저체중
147,75,비만
149,58,비만
136,39,정상체중
190,55,저체중
168,54,정상체중
160,45,저체중
177,49,저체중
120,74,비만
131,66,비만
124,74,비만
178,49,저체중
200,44,저체중
188,45,저체중
175,41,저체중
151,72,비만
189,67,정상체중
150,47,정상체중
178,60,정상체중
183,47,저체중
141,64,비만
166,59,정상체중
153,47,정상체중
157,46,정상체중
126,78,비만
193,51,저체중
131,63,비만
120,63,비만
192,63,저체중
165,59,정상체중
151,62,비만
133,42,정상체중
174,71,정상체중
128,38,정상체중
189,67,정상체중
191,74,정상체중
158,37,저체중
163,77,비만
148,66,비만
174,39,저체중
180,69,정상체중
188,54,저체중
168,72,비만
123,53,비만
134,77,비만
188,50,저체중
154,50,정상체중
158,56,정상체중
192,62,저체중
154,42,저체중
138,57,비만
195,56,저체중
127,47,비만
151,69,비만
178,70,정상체중
172,77,비만
121,51,비만
120,72,비만
174,35,저체중
139,53,비만
127,50,비만
167,41,저체중
174,45,저체중
144,55,비만
141,49,정상체중
121,49,비만
200,77,정상체중
170,76,비만
149,72,비만
145,52,정상체중
158,79,비만
133,74,비만
163,59,정상체중
130,52,비만
152,69,비만
160,43,저체중
146,75,비만
158,61,정상체중
180,71,정상체중
133,77,비만
139,36,정상체중
183,64,정상체중
146,70,비만
125,77,비만
182,58,저체중
174,48,저체중
174,39,저체중
127,78,비만
146,48,정상체중
190,39,저체중
139,37,정상체중
160,57,정상체중
198,62,저체중
134,78,비만
169,77,비만
145,69,비만
131,64,비만
146,66,비만
190,55,저체중
132,55,비만
136,59,비만
133,56,비만
127,59,비만
195,59,저체중
126,61,비만
135,74,비만
140,70,비만
165,39,저체중
128,39,정상체중
130,52,비만
136,55,비만
120,37,비만
136,75,비만
133,48,비만
181,41,저체중
120,40,비만
192,65,저체중
141,73,비만
136,73,비만
137,62,비만
178,38,저체중
180,40,저체중
120,58,비만
188,60,저체중
139,64,비만
144,77,비만
147,56,비만
149,38,저체중
194,73,정상체중
180,73,정상체중
196,76,정상체중
158,70,비만
130,77,비만
194,64,저체중
128,66,비만
198,60,저체중
131,70,비만
125,52,비만
159,37,저체중
123,46,비만
130,79,비만
140,46,정상체중
158,44,저체중
121,53,비만
145,48,정상체중
182,56,저체중
173,58,정상체중
140,47,정상체중
200,58,저체중
166,36,저체중
192,40,저체중
181,68,정상체중
151,68,비만
122,62,비만
140,38,정상체중
165,44,저체중
126,72,비만
194,77,정상체중
159,54,정상체중
131,62,비만
153,63,비만
136,52,비만
194,72,정상체중
199,76,정상체중
166,42,저체중
196,63,저체중
193,46,저체중
151,79,비만
170,62,정상체중
182,63,정상체중
182,80,정상체중
196,40,저체중
170,61,정상체중
189,67,정상체중
132,64,비만
195,68,저체중
143,56,비만
155,74,비만
198,69,저체중
144,47,정상체중
187,41,저체중
189,36,저체중
179,53,저체중
190,71,정상체중
145,79,비만
200,49,저체중
140,40,정상체중
136,49,비만
134,38,정상체중
127,64,비만
151,73,비만
127,53,비만
178,68,정상체중
187,38,저체중
168,74,비만
186,58,저체중
167,45,저체중
185,39,저체중
184,62,저체중
194,40,저체중
168,60,정상체중
195,67,저체중
158,56,정상체중
197,44,저체중
177,54,저체중
180,80,정상체중
196,68,저체중
182,53,저체중
139,51,비만
178,68,정상체중
134,74,비만
177,41,저체중
200,66,저체중
141,72,비만
194,64,저체중
142,76,비만
179,80,정상체중
139,58,비만
176,68,정상체중
146,54,비만
186,68,정상체중
152,70,비만
187,69,정상체중
126,41,비만
126,47,비만
190,77,정상체중
150,51,정상체중
182,55,저체중
133,62,비만
141,35,저체중
148,61,비만
165,72,비만
185,57,저체중
158,69,비만
161,56,정상체중
121,60,비만
154,79,비만
179,38,저체중
165,69,비만
137,73,비만
162,44,저체중
195,72,정상체중
157,44,저체중
142,42,정상체중
154,70,비만
121,72,비만
123,54,비만
124,74,비만
178,45,저체중
152,66,비만
166,48,저체중
129,38,정상체중
172,36,저체중
155,51,정상체중
186,43,저체중
159,41,저체중
153,53,정상체중
179,62,정상체중
184,79,정상체중
195,35,저체중
144,44,정상체중
167,50,저체중
125,71,비만
189,66,저체중
155,61,비만
161,78,비만
179,53,저체중
156,55,정상체중
152,72,비만
155,74,비만
149,42,정상체중
173,57,정상체중
190,42,저체중
161,48,정상체중
124,76,비만
143,37,저체중
170,40,저체중
173,55,저체중
155,73,비만
129,74,비만
153,76,비만
190,51,저체중
124,59,비만
200,55,저체중
184,51,저체중
139,76,비만
133,75,비만
170,80,비만
178,75,정상체중
186,50,저체중
199,60,저체중
175,63,정상체중
180,69,정상체중
121,54,비만
131,76,비만
175,43,저체중
140,63,비만
149,50,정상체중
159,77,비만
148,69,비만
149,42,정상체중
134,69,비만
131,45,비만
126,45,비만
180,37,저체중
199,78,정상체중
189,78,정상체중
135,48,비만
147,61,비만
139,48,정상체중
161,40,저체중
165,56,정상체중
126,36,정상체중
175,62,정상체중
159,66,비만
154,60,비만
182,35,저체중
150,40,저체중
144,44,정상체중
124,63,비만
194,44,저체중
136,55,비만
136,46,정상체중
146,52,정상체중
200,57,저체중
149,53,정상체중
175,56,저체중
176,71,정상체중
142,56,비만
142,73,비만
150,47,정상체중
193,79,정상체중
191,59,저체중
164,67,정상체중
192,43,저체중
128,38,정상체중
190,40,저체중
190,44,저체중
198,50,저체중
129,56,비만
175,42,저체중
155,60,정상체중
150,42,정상체중
157,77,비만
157,68,비만
199,55,저체중
182,61,저체중
158,40,저체중
188,42,저체중
185,49,저체중
135,42,정상체중
150,48,정상체중
157,58,정상체중
146,46,정상체중
190,53,저체중
175,58,정상체중
126,55,비만
197,36,저체중
134,49,비만
157,75,비만
142,77,비만
146,56,비만
140,46,정상체중
168,70,정상체중
195,40,저체중
197,74,정상체중
132,62,비만
167,45,저체중
163,67,비만
125,37,정상체중
140,66,비만
136,51,비만
142,50,정상체중
133,67,비만
183,76,정상체중
166,64,정상체중
139,36,정상체중
153,73,비만
121,44,비만
163,48,저체중
197,38,저체중
166,69,비만
170,37,저체중
185,36,저체중
175,57,정상체중
164,39,저체중
156,37,저체중
190,66,저체중
199,62,저체중
185,73,정상체중
181,49,저체중
184,54,저체중
125,62,비만
124,38,정상체중
170,58,정상체중
185,51,저체중
199,59,저체중
193,64,저체중
150,54,정상체중
127,57,비만
184,42,저체중
157,45,저체중
199,75,정상체중
165,36,저체중
170,80,비만
194,52,저체중
161,50,정상체중
128,37,정상체중
193,71,정상체중
159,38,저체중
161,42,저체중
133,39,정상체중
138,65,비만
153,61,비만
167,59,정상체중
187,36,저체중
167,56,정상체중
170,63,정상체중
165,43,저체중
156,71,비만
128,76,비만
156,52,정상체중
130,47,비만
191,55,저체중
143,44,정상체중
158,70,비만
194,43,저체중
135,78,비만
179,43,저체중
150,68,비만
121,62,비만
144,39,정상체중
169,75,비만
156,58,정상체중
150,46,정상체중
194,35,저체중
137,50,비만
154,63,비만
178,65,정상체중
172,37,저체중
140,54,비만
161,76,비만
181,42,저체중
193,70,정상체중
179,51,저체중
139,71,비만
161,79,비만
190,77,정상체중
157,68,비만
196,41,저체중
172,51,저체중
139,57,비만
155,53,정상체중
141,51,비만
182,47,저체중
126,45,비만
144,38,저체중
141,56,비만
121,39,비만
166,57,정상체중
124,76,비만
199,42,저체중
156,44,저체중
189,63,저체중
122,40,비만
189,45,저체중
167,80,비만
191,64,저체중
154,59,정상체중
160,58,정상체중
131,74,비만
167,55,정상체중
127,57,비만
163,63,정상체중
131,38,정상체중
142,54,비만
168,38,저체중
194,79,정상체중
122,52,비만
189,75,정상체중
137,79,비만
195,42,저체중
173,44,저체중
162,39,저체중
141,65,비만
168,42,저체중
197,42,저체중
121,77,비만
179,64,정상체중
130,48,비만
124,74,비만
124,70,비만
142,59,비만
177,77,정상체중
182,42,저체중
176,59,정상체중
182,55,저체중
144,62,비만
132,55,비만
156,71,비만
158,55,정상체중
128,39,정상체중
171,38,저체중
136,36,정상체중
197,36,저체중
150,44,정상체중
163,51,정상체중
128,41,비만
189,59,저체중
198,70,저체중
184,44,저체중
130,51,비만
134,42,정상체중
193,72,정상체중
166,65,정상체중
160,61,정상체중
154,74,비만
145,52,정상체중
189,55,저체중
179,37,저체중
189,51,저체중
163,69,비만
134,65,비만
196,66,저체중
125,55,비만
184,80,정상체중
176,43,저체중
131,48,비만
150,43,정상체중
158,65,비만
158,80,비만
144,75,비만
165,72,비만
176,39,저체중
175,71,정상체중
191,58,저체중
163,67,비만
150,45,정상체중
129,75,비만
162,78,비만
194,74,정상체중
200,77,정상체중
137,78,비만
123,40,비만
120,74,비만
146,71,비만
178,77,정상체중
190,35,저체중
175,43,저체중
172,65,정상체중
128,62,비만
144,46,정상체중
181,66,정상체중
159,75,비만
139,39,정상체중
130,36,정상체중
163,65,정상체중
194,58,저체중
148,40,저체중
131,43,비만
153,45,정상체중
130,67,비만
163,51,정상체중
151,47,정상체중
129,60,비만
160,73,비만
123,49,비만
141,76,비만
152,52,정상체중
198,75,정상체중
150,76,비만
132,41,정상체중
189,46,저체중
126,57,비만
152,78,비만
135,80,비만
187,77,정상체중
162,70,비만
147,56,비만
199,73,저체중
144,41,정상체중
155,43,저체중
154,50,정상체중
170,49,저체중
174,56,저체중
179,53,저체중
140,79,비만
128,69,비만
186,45,저체중
187,73,정상체중
143,59,비만
131,55,비만
186,60,저체중
185,72,정상체중
153,46,정상체중
192,37,저체중
157,67,비만
